,index,name,Day_Night,address,addressLocality,MapsLink,telephone
909,9,Fakhfakh Saoussen Ep Karray ,Pharmacie de jours,  47 Avenue de Londres,Tunis ,"http://maps.google.com/?q= 47 Avenue de Londres, Tunisie, Tunis",['  71 24 45 65  ']
910,10,Jilani Hichem ,Pharmacie de jours,  LA GARE DU SUD,Bizerte ,"http://maps.google.com/?q= LA GARE DU SUD, Tunisie, Bizerte",
911,11,Mabrouk Mouna Ep Belaiba ,Pharmacie de jours,  12 AVENUE HABIB BOURGUIBA RADES,Ben Arous ,"http://maps.google.com/?q= 12 AVENUE HABIB BOURGUIBA RADES, Tunisie, Ben Arous",['  71 48 35 65  ']
912,12,Bellagha Thameur Kaouther ,Pharmacie de jours,  55 Rue du Sahel Montfleury,Tunis ,"http://maps.google.com/?q= 55 Rue du Sahel Montfleury, Tunisie, Tunis",
913,13,Hammami Hayet Ep Ben Sassi ,Pharmacie de jours,  ROUTE DE CHOUIGUI,Manouba ,"http://maps.google.com/?q= ROUTE DE CHOUIGUI, Tunisie, Manouba",
914,14,Ben Mansour Habib ,Pharmacie de jours,  AVENUE ABDELHAMID EL KADHI LE CORNICHE SOUSSE ME,Sousse ,"http://maps.google.com/?q= AVENUE ABDELHAMID EL KADHI LE CORNICHE SOUSSE ME, Tunisie, Sousse",['  73 22 96 30  ']
915,15,Ncibi Mondher ,Pharmacie de jours,  SOUK JEDID SIDI BOUZID,Sidi Bouzid ,"http://maps.google.com/?q= SOUK JEDID SIDI BOUZID, Tunisie, Sidi Bouzid",
916,16,Laatil Tamboura Insaf ,Pharmacie de jours,  Angle des Rues 42710 et 40850,Tunis ,"http://maps.google.com/?q= Angle des Rues 42710 et 40850, Tunisie, Tunis",
917,17,M'hedhbi Hichem ,Pharmacie de jours,  AVENUE DE LA REPUBLIQUE - BIR MROUA,Nabeul ,"http://maps.google.com/?q= AVENUE DE LA REPUBLIQUE - BIR MROUA, Tunisie, Nabeul",
918,18,Dhaouadi Adel ,Pharmacie de jours,  AVENUE 7 NOVEMBRE BOUARGOUB,Nabeul ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE BOUARGOUB, Tunisie, Nabeul",['  72 25 91 59  ']
919,19,Aissaoui Abdelatif ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA TAJEROUINE,Kef ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA TAJEROUINE, Tunisie, Kef",['  78 28 71 08  ']
920,0,Jelili Kais ,Pharmacie de jours,  105 AVENUE 7 NOVEMBRE,Ariana ,"http://maps.google.com/?q= 105 AVENUE 7 NOVEMBRE, Tunisie, Ariana",
921,1,Bellagha Thameur Kaouther ,Pharmacie de jours,  55 Rue du Sahel Montfleury,Tunis ,"http://maps.google.com/?q= 55 Rue du Sahel Montfleury, Tunisie, Tunis",
922,2,Khiari Mohamed Naceur ,Pharmacie de jours,"  39,AVENUE HABIB THAMEUR",Jendouba ,"http://maps.google.com/?q= 39,AVENUE HABIB THAMEUR, Tunisie, Jendouba",['  78 63 05 63  ']
923,3,Dhaouadi Adel ,Pharmacie de jours,  AVENUE 7 NOVEMBRE BOUARGOUB,Nabeul ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE BOUARGOUB, Tunisie, Nabeul",['  72 25 91 59  ']
924,4,Aissaoui Abdelatif ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA TAJEROUINE,Kef ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA TAJEROUINE, Tunisie, Kef",['  78 28 71 08  ']
925,5,Jelili Kais ,Pharmacie de jours,  105 AVENUE 7 NOVEMBRE,Ariana ,"http://maps.google.com/?q= 105 AVENUE 7 NOVEMBRE, Tunisie, Ariana",
926,6,M'hedhbi Hichem ,Pharmacie de jours,  AVENUE DE LA REPUBLIQUE - BIR MROUA,Nabeul ,"http://maps.google.com/?q= AVENUE DE LA REPUBLIQUE - BIR MROUA, Tunisie, Nabeul",
927,7,Hammami Hayet Ep Ben Sassi ,Pharmacie de jours,  ROUTE DE CHOUIGUI,Manouba ,"http://maps.google.com/?q= ROUTE DE CHOUIGUI, Tunisie, Manouba",
928,8,Ben Mansour Habib ,Pharmacie de jours,  AVENUE ABDELHAMID EL KADHI LE CORNICHE SOUSSE ME,Sousse ,"http://maps.google.com/?q= AVENUE ABDELHAMID EL KADHI LE CORNICHE SOUSSE ME, Tunisie, Sousse",['  73 22 96 30  ']
929,9,Ncibi Mondher ,Pharmacie de jours,  SOUK JEDID SIDI BOUZID,Sidi Bouzid ,"http://maps.google.com/?q= SOUK JEDID SIDI BOUZID, Tunisie, Sidi Bouzid",
930,10,El Metaoua Zied ,Pharmacie de jours,  OULED BOUZID - IMADAT LAAJILETTE,Mahdia ,"http://maps.google.com/?q= OULED BOUZID - IMADAT LAAJILETTE, Tunisie, Mahdia",
931,11,El Mechy Ines ,Pharmacie de jours,  IMADAT SAIDA - REGUEB,Sidi Bouzid ,"http://maps.google.com/?q= IMADAT SAIDA - REGUEB, Tunisie, Sidi Bouzid",
932,12,Baklouti Sarra Ep Achich ,Pharmacie de jours,  ROUTE DE GABES KM 9 TYNA SFAX,Sfax ,"http://maps.google.com/?q= ROUTE DE GABES KM 9 TYNA SFAX, Tunisie, Sfax",['  74 28 98 86  ']
933,13,Midani Brahim ,Pharmacie de jours,  GP14 SFAX_GAFSA,Sidi Bouzid ,"http://maps.google.com/?q= GP14 SFAX_GAFSA, Tunisie, Sidi Bouzid",['  76 67 20 38  ']
934,14,Sahli Boutheina Ep Achour ,Pharmacie de jours,  ROUTE DE BIZERTE -RESIDENCE ZARROUK,Tunis ,"http://maps.google.com/?q= ROUTE DE BIZERTE -RESIDENCE ZARROUK, Tunisie, Tunis",
935,15,Lemjid Makram ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA -RUE MILITANT DAOUED EL A,Nabeul ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA -RUE MILITANT DAOUED EL A, Tunisie, Nabeul",
936,16,Messaadi Amel Faouzia Bey ,Pharmacie de jours,  143 avenue habib bourguiba,Tunis ,"http://maps.google.com/?q= 143 avenue habib bourguiba, Tunisie, Tunis",['  71 27 59 79  ']
937,17,Bouassida Noureddine ,Pharmacie de jours,  18 Rue Abou El Kassem Chebbi,Tunis ,"http://maps.google.com/?q= 18 Rue Abou El Kassem Chebbi, Tunisie, Tunis",['  71 24 24 01  ']
938,18,Guiga Maher ,Pharmacie de nuit,"  8, AVENUE DE L'INDEPENDANCE CITE ETTADHAMEN",Ariana ,"http://maps.google.com/?q= 8, AVENUE DE L'INDEPENDANCE CITE ETTADHAMEN, Tunisie, Ariana",[' 71227908']
939,19,Cheikh Fadhel ,Pharmacie de jours,  RUE D'ALGER N?21 - HAMMAM LIF BEN AROUS,Ben Arous ,"http://maps.google.com/?q= RUE D'ALGER N?21 - HAMMAM LIF BEN AROUS, Tunisie, Ben Arous",['  71 29 06 79  ']
940,0,Ben Halima Mohamed Hedi ,Pharmacie de jours,"  63,AVENUE FARHAT HACHED",Monastir ,"http://maps.google.com/?q= 63,AVENUE FARHAT HACHED, Tunisie, Monastir",['  73 47 65 26  ']
941,1,Mlaiki Anis ,Pharmacie de jours,  NOUVELLE CITE - GHAZALA,Bizerte ,"http://maps.google.com/?q= NOUVELLE CITE - GHAZALA, Tunisie, Bizerte",
942,2,Kammoun Besma ,Pharmacie de jours,  rue 4883 n? 45 bis cit? el fatteh - sidi hassine,Tunis ,"http://maps.google.com/?q= rue 4883 n? 45 bis cit? el fatteh - sidi hassine, Tunisie, Tunis",
943,3,Guillim Alia ,Pharmacie de nuit,  BIR EL BEY,Ben Arous ,"http://maps.google.com/?q= BIR EL BEY, Tunisie, Ben Arous",['  71 43 12 72  ']
944,4,Hammami Kamel ,Pharmacie de nuit,  RUE HABIB THAMEUR N? 76,Siliana ,"http://maps.google.com/?q= RUE HABIB THAMEUR N? 76, Tunisie, Siliana",
945,5,Maalej Mohamed Najib ,Pharmacie de jours,  PLACE PASTEUR - BELVEDER TUNIS,Tunis ,"http://maps.google.com/?q= PLACE PASTEUR - BELVEDER TUNIS, Tunisie, Tunis",['  71 28 70 52  ']
946,6,Boufaiedh Abdelkader ,Pharmacie de jours,  40 AVENUE HABIB BOURGUIBA KELIBIA,Nabeul ,"http://maps.google.com/?q= 40 AVENUE HABIB BOURGUIBA KELIBIA, Tunisie, Nabeul",
947,7,Barrak Hind Ep Kilani ,Pharmacie de jours,  AVENUE ABOU ZEMAA EL BALAOU KAIROUAN,Kairouan ,"http://maps.google.com/?q= AVENUE ABOU ZEMAA EL BALAOU KAIROUAN, Tunisie, Kairouan",['  77 22 06 79  ']
948,8,Fritis Dalenda Ep. Ben Habhab ,Pharmacie de jours,  AVENUE 7 NOVEMBRE 1987 BENI KHALLED,Nabeul ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE 1987 BENI KHALLED, Tunisie, Nabeul",['  72 25 25 29  ']
949,9,Derbali Nadia ,Pharmacie de jours,  AVENUE 7 NOVEMBRE,Sidi Bouzid ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE, Tunisie, Sidi Bouzid",
950,10,Ben Lasfar Mohamed ,Pharmacie de jours,  AVENUE MONGI SLIM ROUTE DE HAFFOUZ KAIROUAN,Kairouan ,"http://maps.google.com/?q= AVENUE MONGI SLIM ROUTE DE HAFFOUZ KAIROUAN, Tunisie, Kairouan",['  77 30 53 08  ']
951,11,Abidi Wafa ,Pharmacie de nuit,  rue 1er juin 1955 sers,Kef ,"http://maps.google.com/?q= rue 1er juin 1955 sers, Tunisie, Kef",[' 78262482']
952,12,Khabthani Omar ,Pharmacie de jours,  10 RUE D'ESPAGNE - TUNIS,Tunis ,"http://maps.google.com/?q= 10 RUE D'ESPAGNE - TUNIS, Tunisie, Tunis",['  71 24 05 85  ']
953,13,Gannouni Habib ,Pharmacie de jours,  ENNADHOUR,Zaghouan ,"http://maps.google.com/?q= ENNADHOUR, Tunisie, Zaghouan",[' 72278550']
954,14,Cherichi Hachmi ,Pharmacie de jours,  SERS LE KEF,Kef ,"http://maps.google.com/?q= SERS LE KEF, Tunisie, Kef",['  78 28 20 74  ']
955,15,Ben Saad Said ,Pharmacie de jours,  02 avenue de la republique,Kairouan ,"http://maps.google.com/?q= 02 avenue de la republique, Tunisie, Kairouan",['  73 25 33 20 / 98 40 49 30  ']
956,16,Bousetta Hichem ,Pharmacie de nuit,  PLACE DES MARTYRS MENZEL BOURGUIBA,Bizerte ,"http://maps.google.com/?q= PLACE DES MARTYRS MENZEL BOURGUIBA, Tunisie, Bizerte",['  72 46 07 44  ']
957,17,Belghith Noureddine ,Pharmacie de jours,"  41,AVENUE HABIB BOURGUIBA CITE LA GAZELLE",Ariana ,"http://maps.google.com/?q= 41,AVENUE HABIB BOURGUIBA CITE LA GAZELLE, Tunisie, Ariana",['  71 76 20 01  ']
958,18,Fendri Zahaf Amel ,,"  Rte Teniour Km 0,5",Sfax ,"http://maps.google.com/?q= Rte Teniour Km 0,5, Tunisie, Sfax",[' 74445005']
959,19,Marchaoui Khaled ,Pharmacie de jours,"  42,RUE FARHAT HACHED",Monastir ,"http://maps.google.com/?q= 42,RUE FARHAT HACHED, Tunisie, Monastir",
960,0,Henchiri Mourad ,Pharmacie de jours,  Centre Commerciale Carthage Dermeche,Tunis ,"http://maps.google.com/?q= Centre Commerciale Carthage Dermeche, Tunisie, Tunis",['  71 27 56 83  ']
961,1,Alleegue Ilhem Ep Skhiri ,Pharmacie de jours,  IMMEUBLE ABDELHAMID EL AMIRI - R.C - AVENUE DE L'E,Monastir ,"http://maps.google.com/?q= IMMEUBLE ABDELHAMID EL AMIRI - R.C - AVENUE DE L'E, Tunisie, Monastir",
962,2,Garci Monia Ep Bouattour ,Pharmacie de jours,  EN FACE DE L'HOTEL CONTINENTAL,Tozeur ,"http://maps.google.com/?q= EN FACE DE L'HOTEL CONTINENTAL, Tunisie, Tozeur",['  76 45 08 91  ']
963,3,Bel Ghith Mohamed Houssam ,Pharmacie de jours,  ROUTE BEN GUERDANE ANGLE AVENUE ABDELHAMID EL KHAD,Médenine ,"http://maps.google.com/?q= ROUTE BEN GUERDANE ANGLE AVENUE ABDELHAMID EL KHAD, Tunisie, Médenine",
964,4,Kotrane* Riadh ,Pharmacie de nuit,  AVENUE FETHI ZOUHIR N° 116,Ariana ,"http://maps.google.com/?q= AVENUE FETHI ZOUHIR N° 116, Tunisie, Ariana",['  non d?finie ']
965,5,Remada Basma Ep Fajjari ,Pharmacie de jours,  PLACE DE LA STATION 7 NOVEMBRE,Monastir ,"http://maps.google.com/?q= PLACE DE LA STATION 7 NOVEMBRE, Tunisie, Monastir",
966,6,El Amari Mohamed Ali ,Pharmacie de jours,  9 AVENUE HABIB BOURGUIBA,Manouba ,"http://maps.google.com/?q= 9 AVENUE HABIB BOURGUIBA, Tunisie, Manouba",['  71 52 01 43  ']
967,7,Bouthelja Safouane ,Pharmacie de nuit,  AVENUE DE LA REPUBLIQUE,Nabeul ,"http://maps.google.com/?q= AVENUE DE LA REPUBLIQUE, Tunisie, Nabeul",
968,8,Nouira Raouf ,Pharmacie de jours,  AVENUE DE LA REPUBLIQUE REGUEB,Sidi Bouzid ,"http://maps.google.com/?q= AVENUE DE LA REPUBLIQUE REGUEB, Tunisie, Sidi Bouzid",
969,9,Ben Aissa Slim ,Pharmacie de jours,  ROUTE DE MATEUR KM 17 SAIDA,Manouba ,"http://maps.google.com/?q= ROUTE DE MATEUR KM 17 SAIDA, Tunisie, Manouba",['  71 53 91 33  ']
970,10,Chakroun ,Pharmacie de jours,  61 rue ibn khaldoun colisee bizerte,Bizerte ,"http://maps.google.com/?q= 61 rue ibn khaldoun colisee bizerte, Tunisie, Bizerte",[' 72 433 734']
971,11,Remada Basma Ep Fajjari ,Pharmacie de jours,  PLACE DE LA STATION 7 NOVEMBRE,Monastir ,"http://maps.google.com/?q= PLACE DE LA STATION 7 NOVEMBRE, Tunisie, Monastir",
972,12,Meddeb Abdelhamid ,Pharmacie de nuit,  ROUTE DE TUNIS KM 136 HAMMAM SOUSSE,Sousse ,"http://maps.google.com/?q= ROUTE DE TUNIS KM 136 HAMMAM SOUSSE, Tunisie, Sousse",['  73 24 01 57  ']
973,13,Abdelmoumen Soumaya ,Pharmacie de jours,  ROUTE PRINCIPALE DE ZOUAOUINE - IMADAT ZOUAOUINE,Bizerte ,"http://maps.google.com/?q= ROUTE PRINCIPALE DE ZOUAOUINE - IMADAT ZOUAOUINE, Tunisie, Bizerte",
974,14,Chemli Sarra Ep Chemli ,Pharmacie de jours,  72 AVENUE EL BORHEN -EL MOUROUJ V,Ben Arous ,"http://maps.google.com/?q= 72 AVENUE EL BORHEN -EL MOUROUJ V, Tunisie, Ben Arous",
975,15,Garaali Rached ,Pharmacie de jours,"  33,AVENUE HABIB BOURGUIBA MENZEL TEMIME",Nabeul ,"http://maps.google.com/?q= 33,AVENUE HABIB BOURGUIBA MENZEL TEMIME, Tunisie, Nabeul",['  72 34 41 73  ']
976,16,Chakroun ,Pharmacie de jours,  61 rue ibn khaldoun colisee bizerte,Bizerte ,"http://maps.google.com/?q= 61 rue ibn khaldoun colisee bizerte, Tunisie, Bizerte",[' 72 433 734']
977,17,Ouahchi Mohamed ,Pharmacie de jours,  21 Avenue de Carthage,Tunis ,"http://maps.google.com/?q= 21 Avenue de Carthage, Tunisie, Tunis",['  71 24 08 62  ']
978,18,Gnaoui Houcine ,Pharmacie de jours,"  22,RUE DE L'INDEPENDANCE",Kasserine ,"http://maps.google.com/?q= 22,RUE DE L'INDEPENDANCE, Tunisie, Kasserine",['  77 47 14 07  ']
979,19,Ben Farhat Jaleleddine ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Siliana ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Siliana",['  78 89 71 98  ']
980,0,Nouir Anouar ,Pharmacie de nuit,  AVENUE HABIB BOURGUIBA - CITE SAFIA N?1,Kef ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA - CITE SAFIA N?1, Tunisie, Kef",
981,1,Nouir Anouar ,Pharmacie de nuit,  AVENUE HABIB BOURGUIBA - CITE SAFIA N?1,Kef ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA - CITE SAFIA N?1, Tunisie, Kef",
982,2,Khiari Monia Ep Ben Younes ,Pharmacie de nuit,  AVENUE DE LA REPUBLIQUE HAMMAMET,Nabeul ,"http://maps.google.com/?q= AVENUE DE LA REPUBLIQUE HAMMAMET, Tunisie, Nabeul",['  72 28 02 57  ']
983,3,Dhoccar Mokhtar ,Pharmacie de jours,  RUE HEDI CHAKER,Tataouine ,"http://maps.google.com/?q= RUE HEDI CHAKER, Tunisie, Tataouine",
984,4,Mehrez Leila ,Pharmacie de jours,  AVENUE ALI BELHOUENE,Gabès ,"http://maps.google.com/?q= AVENUE ALI BELHOUENE, Tunisie, Gabès",['  75 23 41 14  ']
985,5,Jammoussi Nassima Ep Dengezli ,Pharmacie de jours,  32 Rue de la Verdure,Tunis ,"http://maps.google.com/?q= 32 Rue de la Verdure, Tunisie, Tunis",['  71 26 48 04  ']
986,6,Chaabouni Hamdi ,Pharmacie de jours,  40 AVENUE HABIB BOURGUIBA RADES,Ben Arous ,"http://maps.google.com/?q= 40 AVENUE HABIB BOURGUIBA RADES, Tunisie, Ben Arous",
987,7,Ben Aissa Ben Ammar Chiraz ,Pharmacie de jours,"  67,AVENUE DAR FADHAL LA SOUKRA ARIANA NORD",Ariana ,"http://maps.google.com/?q= 67,AVENUE DAR FADHAL LA SOUKRA ARIANA NORD, Tunisie, Ariana",['  71 75 99 45  ']
988,8,El Aouel M'barka Ep Hydra ,Pharmacie de jours,  AVENUE DES MARTYRES,Tataouine ,"http://maps.google.com/?q= AVENUE DES MARTYRES, Tunisie, Tataouine",
989,9,Ben Yahia Habib ,Pharmacie de jours,  27 Avenue Abou Zakaria El Hafsi,Tunis ,"http://maps.google.com/?q= 27 Avenue Abou Zakaria El Hafsi, Tunisie, Tunis",['  71 39 78 16  ']
990,10,Aouij Fatma Nee Ben Miled ,Pharmacie de jours,"  46,AVENUE HABIB BOURGUIBA",Tunis ,"http://maps.google.com/?q= 46,AVENUE HABIB BOURGUIBA, Tunisie, Tunis",['  71 24 93 82  ']
991,11,Gargouri Hafedh ,Pharmacie de jours,  ROUTE DE TUNIS KM 1 IMMEUBLE KRIAA MOULIN VILLE,Sfax ,"http://maps.google.com/?q= ROUTE DE TUNIS KM 1 IMMEUBLE KRIAA MOULIN VILLE, Tunisie, Sfax",['  74 23 06 74  ']
992,12,Chakroun Ahmed Fethi ,Pharmacie de jours,  ROUTE EL AIN KM 2,Sfax ,"http://maps.google.com/?q= ROUTE EL AIN KM 2, Tunisie, Sfax",['  74 23 36 22  ']
993,13,Ben Debba Ferida ,Pharmacie de jours,  12 RUE JENDOUBA MEGRINE,Ben Arous ,"http://maps.google.com/?q= 12 RUE JENDOUBA MEGRINE, Tunisie, Ben Arous",['  71 29 85 02  ']
994,14,Bouhajeb Hosni ,Pharmacie de nuit,"  1, RUE SCIPION (PR+S DE LA GARE) CARTHAGE",Tunis ,"http://maps.google.com/?q= 1, RUE SCIPION (PR+S DE LA GARE) CARTHAGE, Tunisie, Tunis",
995,15,Jeradi Samir ,Pharmacie de jours,  RUE ABDERRAHMAN GHARIANI N?14 BIS - CITE EL KHADRA,Tunis ,"http://maps.google.com/?q= RUE ABDERRAHMAN GHARIANI N?14 BIS - CITE EL KHADRA, Tunisie, Tunis",
996,16,Elimam Mohamed Anis ,Pharmacie de jours,  AVENUE FARHAT HACHED-IMMEUBLE iSAKRIA,Béja ,"http://maps.google.com/?q= AVENUE FARHAT HACHED-IMMEUBLE iSAKRIA, Tunisie, Béja",
997,17,Krifa Zeineb Ep Bahri ,Pharmacie de jours,  24 Rue Bab Jedid,Tunis ,"http://maps.google.com/?q= 24 Rue Bab Jedid, Tunisie, Tunis",['  71 25 68 65  ']
998,18,Graiet Zoubeir ,Pharmacie de nuit,"  26,AVENUE HABIB BOURGUIBA KSAR HELAL",Monastir ,"http://maps.google.com/?q= 26,AVENUE HABIB BOURGUIBA KSAR HELAL, Tunisie, Monastir",['  73 47 61 46  ']
999,19,Bessassi Noureddine ,Pharmacie de jours,  RUE DE LA CONSTITUTION N?25,Jendouba ,"http://maps.google.com/?q= RUE DE LA CONSTITUTION N?25, Tunisie, Jendouba",['  78 67 33 14 / 98 35 71 46  ']
1000,0,Ayadi Dalenda Ep Bechraoui ,Pharmacie de jours,  83 AVENUE MONGI SLIM,Gabès ,"http://maps.google.com/?q= 83 AVENUE MONGI SLIM, Tunisie, Gabès",['  75 27 18 46  ']
1001,1,Fakhfakh Leila Ep Krichen ,Pharmacie de jours,  Boulevard 9 Avril Sa?da Manoubia,Tunis ,"http://maps.google.com/?q= Boulevard 9 Avril Sa?da Manoubia, Tunisie, Tunis",['  71 49 38 52  ']
1002,2,Cherni Souad ,Pharmacie de jours,"  13,AVENUE HABIB BOURGUIBA TAJEROUINE",Kef ,"http://maps.google.com/?q= 13,AVENUE HABIB BOURGUIBA TAJEROUINE, Tunisie, Kef",['  78 28 71 27  ']
1003,3,Saidi Ridha ,Pharmacie de jours,"  5,RUE DE TUNIS",Jendouba ,"http://maps.google.com/?q= 5,RUE DE TUNIS, Tunisie, Jendouba",['  78 63 29 26  ']
1004,4,Guemidene Neila El Khal Latif ,Pharmacie de jours,  AVENUE ABOU HAMED EL GHAZELI BOUHSINA SOUSSE,Sousse ,"http://maps.google.com/?q= AVENUE ABOU HAMED EL GHAZELI BOUHSINA SOUSSE, Tunisie, Sousse",
1005,5,Driss Raja Ep Hamdane ,Pharmacie de jours,  RUE DOCTEUR SLIM AMMAR - SAHLOUL - SOUSSE,Sousse ,"http://maps.google.com/?q= RUE DOCTEUR SLIM AMMAR - SAHLOUL - SOUSSE, Tunisie, Sousse",
1006,6,Bouzid Walid ,Pharmacie de nuit,  7 NOVEMBRE - CITE ENNAZAHA N? 58 - EL M'HAMDIA,Ben Arous ,"http://maps.google.com/?q= 7 NOVEMBRE - CITE ENNAZAHA N? 58 - EL M'HAMDIA, Tunisie, Ben Arous",
1007,7,Ben Khelifa Ali ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA TEBOULBA,Monastir ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA TEBOULBA, Tunisie, Monastir",
1008,8,M'chirgui Mohamed Faouzi ,Pharmacie de jours,"  31,RUE TAHAR SFAR",Bizerte ,"http://maps.google.com/?q= 31,RUE TAHAR SFAR, Tunisie, Bizerte",['  72 43 20 60  ']
1009,9,Kasbi Mohamed Hedi ,Pharmacie de jours,"  46,RUE DE TUNIS 8100 JENDOUBA",Jendouba ,"http://maps.google.com/?q= 46,RUE DE TUNIS 8100 JENDOUBA, Tunisie, Jendouba",['  78 63 22 22  ']
1010,10,Ben Slimen Houda ,Pharmacie de jours,  AVENUE DE HABIB BOURGUIBA,Zaghouan ,"http://maps.google.com/?q= AVENUE DE HABIB BOURGUIBA, Tunisie, Zaghouan",
1011,11,Akrout Ali ,Pharmacie de jours,  AVENUE BEIT EL HIKMA PRES DE L'OFFICE DES CEREAL,Kairouan ,"http://maps.google.com/?q= AVENUE BEIT EL HIKMA PRES DE L'OFFICE DES CEREAL, Tunisie, Kairouan",
1012,12,M'brek Chaouki ,Pharmacie de jours,  PLACE DE L'INDEPENDANCE,Mahdia ,"http://maps.google.com/?q= PLACE DE L'INDEPENDANCE, Tunisie, Mahdia",
1013,13,Guizani Ammar ,Pharmacie de jours,"  112,AVENUE HABIB BOURGUIBA DAHMANI LE KEF",Kef ,"http://maps.google.com/?q= 112,AVENUE HABIB BOURGUIBA DAHMANI LE KEF, Tunisie, Kef",['  78 28 05 50  ']
1014,14,Chtourou Mohsen ,Pharmacie de jours,  ROUTE DE MAHDIA KM 6 SAKIET EDDAYER,Sfax ,"http://maps.google.com/?q= ROUTE DE MAHDIA KM 6 SAKIET EDDAYER, Tunisie, Sfax",['  74 25 36 27  ']
1015,15,Ennaifer Thouraya Ep Ammar ,Pharmacie de jours,  AVENUE 7 NOVEMBRE KM 12,Ben Arous ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE KM 12, Tunisie, Ben Arous",
1016,16,Mariemi Fethi ,Pharmacie de jours,  AVENUE SALAH EDDINE EL AYOUBI,Gabès ,"http://maps.google.com/?q= AVENUE SALAH EDDINE EL AYOUBI, Tunisie, Gabès",['  75 27 86 60  ']
1017,17,Ben Hariz Fethi ,Pharmacie de jours,  AVENUE HEDI CHAKER No 6,Manouba ,"http://maps.google.com/?q= AVENUE HEDI CHAKER No 6, Tunisie, Manouba",['  71 52 22 29  ']
1018,18,Abaza Ali ,Pharmacie de jours,  avenue habib bourguiba- beni khedache- medenine,Médenine ,"http://maps.google.com/?q= avenue habib bourguiba- beni khedache- medenine, Tunisie, Médenine",['  98 66 81 85  ']
1019,19,Koubakji Badra Sfar Bernadette ,Pharmacie de jours,  avenue hedi chaker n75,Bizerte ,"http://maps.google.com/?q= avenue hedi chaker n75, Tunisie, Bizerte",['  72 47 09 05  ']
1020,0,Bouchlaka Khalil ,Pharmacie de jours,  AVENUE 7 NOVEMBRE,Gabès ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE, Tunisie, Gabès",
1021,1,Ennaifer Thouraya Ep Ammar ,Pharmacie de jours,  AVENUE 7 NOVEMBRE KM 12,Ben Arous ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE KM 12, Tunisie, Ben Arous",
1022,2,Azzabi Nasreddine ,Pharmacie de jours,  PLACE DE L'INDEPENDANCE,Kébili ,"http://maps.google.com/?q= PLACE DE L'INDEPENDANCE, Tunisie, Kébili",['  75 49 00 34  ']
1023,3,Kammoun Hichem ,Pharmacie de jours,  ROUTE MENZEL CHAKER KM 5,Sfax ,"http://maps.google.com/?q= ROUTE MENZEL CHAKER KM 5, Tunisie, Sfax",
1024,4,Fourati Mohamed Hedi ,Pharmacie de jours,  AVENUE FARHAT HACHED EL HANCHA,Sfax ,"http://maps.google.com/?q= AVENUE FARHAT HACHED EL HANCHA, Tunisie, Sfax",['  74 28 25 66  ']
1025,5,Bouricha Fatma Ep Zahhaf ,Pharmacie de jours,  ROUTE DE L'AEROPORT KM 4 IMM ABID sfax,Sfax ,"http://maps.google.com/?q= ROUTE DE L'AEROPORT KM 4 IMM ABID sfax, Tunisie, Sfax",['  74 27 95 50  ']
1026,6,Bouchlaka Khalil ,Pharmacie de jours,  AVENUE 7 NOVEMBRE,Gabès ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE, Tunisie, Gabès",
1027,7,Moalla Issam ,Pharmacie de jours,"  29, AVENUE TAIEB M'HIRI - TUNIS",Tunis ,"http://maps.google.com/?q= 29, AVENUE TAIEB M'HIRI - TUNIS, Tunisie, Tunis",['  71 28 93 89  ']
1028,8,Bahri Sadok ,Pharmacie de jours,  95 AVENUE HABIB BOURGUIBA,Monastir ,"http://maps.google.com/?q= 95 AVENUE HABIB BOURGUIBA, Tunisie, Monastir",['  73 47 62 35  ']
1029,9,Mustapha Sabria Ep Chakri ,Pharmacie de jours,  MEDENINE NORD,Médenine ,"http://maps.google.com/?q= MEDENINE NORD, Tunisie, Médenine",
1030,10,Lazzaar Aicha Lazrag ,Pharmacie de jours,  29 Rue 5 D?cembre 1952 Cit? Yasmia S,Tunis ,"http://maps.google.com/?q= 29 Rue 5 D?cembre 1952 Cit? Yasmia S, Tunisie, Tunis",['  71 27 73 11  ']
